diseaseId,disease_mention,geneId,gene_mention,pmid,raw_sentence,associationType
MESH:D001835,body weight,24323,ET-1,28035952,"After an eight-week treatment period, the body weight, total-fat weight, serum glucose, insulin, lipid profiles and pro-inflammatory cytokines, abdominal aortic wall thickness, and expressions of eNOS and ET-1 mRNA were analyzed.",Negative
MESH:D020031,Epstein-Barr virus,17494192,EBNA2,28036258,"Epstein-Barr virus (EBV)-encoded nuclear antigen, EBNA2, expressed in EBV-infected B lymphocytes is critical for lymphoblastoid cell growth.",Negative
MESH:D000309,hypofunction,382056,mTORC1,28035937,"Autophagic vesicles and markers were correspondingly increased and new protein synthesis was inhibited, consistent with mTORC1 hypofunction.",Negative
MESH:D001260,Ataxia telangiectasia,852433,Mec1,28036033,"At the forefront of damage sensing is an evolutionarily conserved molecule, known respectively in budding yeast and humans as Mec1 (Mitosis entry checkpoint 1) and ATR (Ataxia telangiectasia and Rad3-related protein).",Negative
MESH:D064420,cytotoxicity,11691,"runt-related transcription factor 2, type 1 collagen, ALP",28036069,"Ginsenoside Re affected ALP activity without cytotoxicity, and we also observed the stimulation of osteoblast differentiation through the activation of osteoblast markers including runt-related transcription factor 2, type 1 collagen, ALP, and osteocalcin in MC3T3-E1 cells.",Negative
MESH:D009369,cancer,17392,MMP-3,28036386,"Western blot analysis revealed up-regulation of pro-apoptotic protein BAX, along with the down-regulation of anti-apoptotic proteins (BCL-XL, Survivin), migration associated proteins (p-FAK, MMP-3) and cancer stem cell (CSC) markers (CD44, Oct-4), which was probably mediated by AKT/c-Jun pathway.",Negative
MESH:D009362,metastasis,20779,src,28036386,"CONCLUSION: In highly gemcitabine-resistant 231 cells, src inhibition can synergize with gemcitabine, reverse drug resistance, inhibit tumor growth/metastasis/stemness of cancer stem cells, possibly via the AKT/c-Jun pathway.",Negative
MESH:D011475,overall survival,10178,TNM,28036277,"To determine the effect of DJ-1 on HCC development, we accessed the correlation of hepatic DJ-1 expression with overall survival (OS) and TNM stage in 96 HCC patients and found a significant inverse correlation between DJ-1 expression and OS.",Negative
MESH:D007249,inflammation,16193,IL-6,28036277,"By adopting a classic diethylnitrosamine (DEN)-induced murine HCC model, DJ-1 knockout (KO) mice displayed reduced tumorigenesis and cell proliferation, accompanied by decreased hepatic inflammation and IL-6/STAT3 activation.",Negative
MESH:D056486,decreased hepatic inflammation,16193,IL-6,28036277,"By adopting a classic diethylnitrosamine (DEN)-induced murine HCC model, DJ-1 knockout (KO) mice displayed reduced tumorigenesis and cell proliferation, accompanied by decreased hepatic inflammation and IL-6/STAT3 activation.",Negative
MESH:D049288,limb-girdle muscular dystrophy,175745,DNJ-24,28036392,"Moreover, muscle-specific over-expression of the DNAJB6 homolog DNJ-24, a limb-girdle muscular dystrophy-associated chaperone, disrupted the muscle chaperone network and exposed synthetic motility defects.",Negative
MESH:D011832,TH-IMRT,28474,V35,28036618,"2F-3DCRT showed poor CA sparing in terms of the V35, V50, and V63 compared to 3F-IMRT, TH-IMRT, and TH-3DCRT (p<0.05), whereas there was no significant dose difference between 3F-IMRT, TH-IMRT, and TH-3DCRT (p>0.05).",Negative
MESH:D056730,SRS,23209,MLC,28037019,"METHODS: Systematic or random uncertainties in MLC leaf positions, gantry position and dose rate were incorporated into RapidArc (RA) and sliding-window IMRT (SW) treatment plans for retrospective SBRT lung and liver cases, which also included the use of FFF or SRS energies and therefore higher dose rates.",Negative
MESH:D016609,TMAT,8128,STx,28037027,TMAT delivery was implemented on Varian TrueBeamTM STx via XML scripts.,Negative
MESH:D001943,Triple Negative Breast Cancer,112406,EglN2,28036276,"However, the detailed molecular mechanism(s) underlying the post-transcriptional regulation of EglN2 and its potential role in Triple Negative Breast Cancer (TNBC) remains largely unclear.",Negative
MESH:C537067,FCD type Ia,56666,Panx2,28036289,"In this study, we investigated the expression of Panx1 and Panx2 in surgical samples from patients with FCD type Ia (FCDIa), type IIa (FCDIIa), and type IIb (FCDIIb) and in age-matched autopsy control samples.",Negative
MESH:C563256,FCD type Ia,56666,Panx2,28036289,"In this study, we investigated the expression of Panx1 and Panx2 in surgical samples from patients with FCD type Ia (FCDIa), type IIa (FCDIIa), and type IIb (FCDIIb) and in age-matched autopsy control samples.",Negative
MESH:D008067,lipomas,406935,miR-143,28036291,"Here, we evaluated miR-155, miR-21, miR-143, miR-145 and miR-451 that are implicated in LPS, as novel FFPE tissue biomarkers.A total of 83 FFPE tissue specimens from primary LPS and lipomas (LPM) were analyzed.",Negative
MESH:D008080,LPS,406935,miR-143,28036291,"Here, we evaluated miR-155, miR-21, miR-143, miR-145 and miR-451 that are implicated in LPS, as novel FFPE tissue biomarkers.A total of 83 FFPE tissue specimens from primary LPS and lipomas (LPM) were analyzed.",Negative
MESH:D008067,lipomas,406937,miR-145,28036291,"Here, we evaluated miR-155, miR-21, miR-143, miR-145 and miR-451 that are implicated in LPS, as novel FFPE tissue biomarkers.A total of 83 FFPE tissue specimens from primary LPS and lipomas (LPM) were analyzed.",Negative
MESH:D008080,LPS,406937,miR-145,28036291,"Here, we evaluated miR-155, miR-21, miR-143, miR-145 and miR-451 that are implicated in LPS, as novel FFPE tissue biomarkers.A total of 83 FFPE tissue specimens from primary LPS and lipomas (LPM) were analyzed.",Negative
MESH:D008067,lipomas,406947,miR-155,28036291,"Here, we evaluated miR-155, miR-21, miR-143, miR-145 and miR-451 that are implicated in LPS, as novel FFPE tissue biomarkers.A total of 83 FFPE tissue specimens from primary LPS and lipomas (LPM) were analyzed.",Negative
MESH:D008080,LPS,406947,miR-155,28036291,"Here, we evaluated miR-155, miR-21, miR-143, miR-145 and miR-451 that are implicated in LPS, as novel FFPE tissue biomarkers.A total of 83 FFPE tissue specimens from primary LPS and lipomas (LPM) were analyzed.",Negative
MESH:D008067,lipomas,406991,miR-21,28036291,"Here, we evaluated miR-155, miR-21, miR-143, miR-145 and miR-451 that are implicated in LPS, as novel FFPE tissue biomarkers.A total of 83 FFPE tissue specimens from primary LPS and lipomas (LPM) were analyzed.",Negative
MESH:D008080,LPS,406991,miR-21,28036291,"Here, we evaluated miR-155, miR-21, miR-143, miR-145 and miR-451 that are implicated in LPS, as novel FFPE tissue biomarkers.A total of 83 FFPE tissue specimens from primary LPS and lipomas (LPM) were analyzed.",Negative
MESH:D008067,lipomas,574411,miR-451,28036291,"Here, we evaluated miR-155, miR-21, miR-143, miR-145 and miR-451 that are implicated in LPS, as novel FFPE tissue biomarkers.A total of 83 FFPE tissue specimens from primary LPS and lipomas (LPM) were analyzed.",Negative
MESH:D008080,LPS,574411,miR-451,28036291,"Here, we evaluated miR-155, miR-21, miR-143, miR-145 and miR-451 that are implicated in LPS, as novel FFPE tissue biomarkers.A total of 83 FFPE tissue specimens from primary LPS and lipomas (LPM) were analyzed.",Negative
MESH:D014923,WAS,884548,CT750,28036832,"IMAGES WERE OBTAINED VIA HELICAL SCANS THAT WERE PERFORMED USING A GE DISCOVERY CT750 HD WITH THE COPD GENE/SARP PROTOCOLS EXCEPT TUBE CURRENT WAS VARIED FROM 790 TO 50 MA, AND LUNG INFLATION WAS FIXED VIA MECHANICAL VENTILATOR.",Negative
MESH:D009369,Neuroendocrine neoplasms,22346,VHL,28036268,"Neuroendocrine neoplasms such as paragangliomas (PGLs) are particularly appealing for understanding the cancer metabolic adjustments because of their associations with deregulations of metabolic enzymes, such as succinate dehydrogenase (SDH), and the von Hippel Lindau (VHL) gene involved in HIF-1a stabilization.",Negative
MESH:D006623,von Hippel Lindau,30956,SDH,28036268,"Neuroendocrine neoplasms such as paragangliomas (PGLs) are particularly appealing for understanding the cancer metabolic adjustments because of their associations with deregulations of metabolic enzymes, such as succinate dehydrogenase (SDH), and the von Hippel Lindau (VHL) gene involved in HIF-1a stabilization.",Negative
MESH:D009369,Neuroendocrine neoplasms,30956,SDH,28036268,"Neuroendocrine neoplasms such as paragangliomas (PGLs) are particularly appealing for understanding the cancer metabolic adjustments because of their associations with deregulations of metabolic enzymes, such as succinate dehydrogenase (SDH), and the von Hippel Lindau (VHL) gene involved in HIF-1a stabilization.",Negative
MESH:D010235,PGLs,387206,miR-210,28036268,"Similarly, VHL-mutated PGLs, not those with decreased VHL-gene/mRNA dosage, over-expressed miR-210 and accumulate HIF-1a in most tumor cells.",Negative
MESH:D006623,von Hippel Lindau,6390,succinate dehydrogenase,28036268,"Neuroendocrine neoplasms such as paragangliomas (PGLs) are particularly appealing for understanding the cancer metabolic adjustments because of their associations with deregulations of metabolic enzymes, such as succinate dehydrogenase (SDH), and the von Hippel Lindau (VHL) gene involved in HIF-1a stabilization.",Negative
MESH:D007635,dendritic branches,25595,MAP2,28036395,"Following avulsion, histological sections of L4/L5 revealed shrinkage in the VH grey matter area occupied by NeuN-positive neurons, loss of microtubular-associated protein-2 positive dendritic branches (MAP2), pan-neurofilament positive axons (PanNF), synaptophysin-positive synapses (SYN) and increase in immunoreactivity for the microglial OX42 and astroglial GFAP markers.",Negative
MESH:C566784,SID,54847,SID    1,28036514,"To verify the SID, measurements corresponding to the reference value, SID    1 mm and SID    2 mm were acquired (integration time was fixed in order to discard the influence of the source entrance/exit).",Negative
MESH:C564276,TCP,6554,NTCP,28036985,The TCP and NTCP's were calculated from the dose-volume histogram (DVH) statistics using the Poisson Statistics (PS) and JT Lyman models respectively and the RESULTWAS CORRELATED WITH CLINICAL OUTCOMES OF THE PATIENTS WITH MEAN FOLLOW UP OF 24 MONTHS.,Negative
MESH:D013568,CIMS,55016,March 1,28037717,"RESULTS: CIMS is currently storing treatment summary information of over 1,000 patients who have received treatment at UCLA Radiation Oncology between March 1, 2013 and January 31, 2014.",Negative
MESH:D007249,inflammation,21898,TLR4,28038359,"They were then randomized to continue on these diets supplemented with 0 or 2% GTE (n=10/group) for an additional 8 weeks prior to evaluating NASH, NFkB inflammation and TNFR1 and TLR4 receptor complexes and their respective ligands, TNFa and endotoxin.",Negative
MESH:D009369,tumor,21898,Toll-like receptor-4,28038359,We hypothesized that antiinflammatory activities of green tea extract (GTE) during NASH would lower tumor necrosis factor receptor-1 (TNFR1)- and Toll-like receptor-4 (TLR4)-mediated NFkB activation.,Negative
MESH:D007249,inflammation,21926,TNFa,28038359,"They were then randomized to continue on these diets supplemented with 0 or 2% GTE (n=10/group) for an additional 8 weeks prior to evaluating NASH, NFkB inflammation and TNFR1 and TLR4 receptor complexes and their respective ligands, TNFa and endotoxin.",Negative
MESH:D065626,NASH,21926,TNFa,28038359,"They were then randomized to continue on these diets supplemented with 0 or 2% GTE (n=10/group) for an additional 8 weeks prior to evaluating NASH, NFkB inflammation and TNFR1 and TLR4 receptor complexes and their respective ligands, TNFa and endotoxin.",Negative
MESH:D007249,inflammation,21937,TNFR1,28038359,"They were then randomized to continue on these diets supplemented with 0 or 2% GTE (n=10/group) for an additional 8 weeks prior to evaluating NASH, NFkB inflammation and TNFR1 and TLR4 receptor complexes and their respective ligands, TNFa and endotoxin.",Negative
MESH:D065626,NASH,21937,tumor necrosis factor receptor-1,28038359,We hypothesized that antiinflammatory activities of green tea extract (GTE) during NASH would lower tumor necrosis factor receptor-1 (TNFR1)- and Toll-like receptor-4 (TLR4)-mediated NFkB activation.,Negative
MESH:D009800,low-income,54802,IPT,28038377,We conducted a randomized controlled trial comparing brief Interpersonal Psychotherapy (brief-IPT) to enhanced treatment as usual (ETAU) for perinatal depression in low-income women.,Negative
MESH:D007249,inflammation,24494,IL-1b,28038382,"Moreover, renal inflammation caused by IL-1b was significantly alleviated by ozone therapy.",Negative
MESH:D016889,endometrial cancer,1038,VMAT-CDR,28037876,"PURPOSE: To investigate the feasibility, efficiency, and delivery accuracy of volumetric modulated arc therapy with constant dose rate (VMAT-CDR) for whole-pelvic radiotherapy (WPRT) of endometrial cancer.",Negative
MESH:D007918,leprosy,100037293,PD-1,28038394,"We found higher expression of PD-1 on Tregs, B cell and its ligand (PD-L1) on antigen presenting cells in leprosy patients.",Negative
MESH:C564276,TCP gains,6554,NTCP,28038272,Simulation for one time iso- NTCP DGART starts after half of the total dose was done for 10 patients to investigate if TCP gains could be achieved.,Negative
MESH:D018805,sepsis,117261,peptide transporter 1,28038428,AIMS: We tested whether ghrelin administration affects peptide transporter 1 (PepT1) activity in the intestinal epithelium of rats with sepsis.,Negative
